"Run","geo_accession","source_name_ch1","description","Model","instrument","runID","fcID","fcLane","hour","sampleType","control","debris","numcells","sampleName","cell_id","det_rate"
"SRR1032910","GSM1268960","Myoblast_Cell T0_CT_A","T0_CT_A01","Illumina HiSeq 2500","HWI-ST1233","229","H0L2PADXX","1","0h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T0_CT_A01","0h_GSM1268960",0.156446007797932
"SRR1032911","GSM1268961","Myoblast_Cell T0_CT_A","T0_CT_A02","Illumina HiSeq 2500","HWI-ST1233","229","H0L2PADXX","1","0h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T0_CT_A02","0h_GSM1268961",0.1616375656891
"SRR1032912","GSM1268962","Myoblast_Cell T0_CT_A","T0_CT_A03","Illumina HiSeq 2500","HWI-ST1233","229","H0L2PADXX","1","0h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T0_CT_A03","0h_GSM1268962",0.153670113578573
"SRR1032913","GSM1268963","Myoblast_Cell T0_CT_A","T0_CT_A04","Illumina HiSeq 2500","HWI-ST1233","229","H0L2PADXX","1","0h","SC","control well: FALSE","debris: FALSE","cells in well: 2","T0_CT_A04","0h_GSM1268963",0.168058145448381
"SRR1032914","GSM1268964","Myoblast_Cell T0_CT_A","T0_CT_A05","Illumina HiSeq 2500","HWI-ST1233","229","H0L2PADXX","1","0h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T0_CT_A05","0h_GSM1268964",0.157018138667571
"SRR1032915","GSM1268965","Myoblast_Cell T0_CT_A","T0_CT_A06","Illumina HiSeq 2500","HWI-ST1233","229","H0L2PADXX","1","0h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T0_CT_A06","0h_GSM1268965",0.124343109001526
"SRR1032916","GSM1268966","Myoblast_Cell T0_CT_A","T0_CT_A07","Illumina HiSeq 2500","HWI-ST1233","229","H0L2PADXX","1","0h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T0_CT_A07","0h_GSM1268966",0.13714188845567
"SRR1032917","GSM1268967","Myoblast_Cell T0_CT_A","T0_CT_A08","Illumina HiSeq 2500","HWI-ST1233","229","H0L2PADXX","1","0h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T0_CT_A08","0h_GSM1268967",0.13659094761824
"SRR1032918","GSM1268968","Myoblast_Cell T0_CT_A","T0_CT_A09","Illumina HiSeq 2500","HWI-ST1233","229","H0L2PADXX","1","0h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T0_CT_A09","0h_GSM1268968",0.157823359891507
"SRR1032919","GSM1268969","Myoblast_Cell T0_CT_A","T0_CT_A10","Illumina HiSeq 2500","HWI-ST1233","229","H0L2PADXX","1","0h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T0_CT_A10","0h_GSM1268969",0.125868791320563
"SRR1032920","GSM1268970","Myoblast_Cell T0_CT_A","T0_CT_A11","Illumina HiSeq 2500","HWI-ST1233","229","H0L2PADXX","1","0h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T0_CT_A11","0h_GSM1268970",0.0291998643837939
"SRR1032921","GSM1268971","Myoblast_Cell T0_CT_A","T0_CT_A12","Illumina HiSeq 2500","HWI-ST1233","229","H0L2PADXX","1","0h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T0_CT_A12","0h_GSM1268971",0.120465333107306
"SRR1032922","GSM1268972","Myoblast_Cell T0_CT_B","T0_CT_B01","Illumina HiSeq 2500","HWI-ST1233","229","H0L2PADXX","1","0h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T0_CT_B01","0h_GSM1268972",0.107348703170029
"SRR1032923","GSM1268973","Myoblast_Cell T0_CT_B","T0_CT_B02","Illumina HiSeq 2500","HWI-ST1233","229","H0L2PADXX","1","0h","SC","control well: TRUE","debris: FALSE","cells in well: ~250","T0_CT_B02","0h_GSM1268973",0.197300389896593
"SRR1032924","GSM1268974","Myoblast_Cell T0_CT_B","T0_CT_B03","Illumina HiSeq 2500","HWI-ST1233","229","H0L2PADXX","1","0h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T0_CT_B03","0h_GSM1268974",0.133560773012375
"SRR1032925","GSM1268975","Myoblast_Cell T0_CT_B","T0_CT_B04","Illumina HiSeq 2500","HWI-ST1233","229","H0L2PADXX","1","0h","SC","control well: FALSE","debris: FALSE","cells in well: 0","T0_CT_B04","0h_GSM1268975",0.0110611968130192
"SRR1032926","GSM1268976","Myoblast_Cell T0_CT_B","T0_CT_B05","Illumina HiSeq 2500","HWI-ST1233","229","H0L2PADXX","1","0h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T0_CT_B05","0h_GSM1268976",0.139472791998644
"SRR1032927","GSM1268977","Myoblast_Cell T0_CT_B","T0_CT_B06","Illumina HiSeq 2500","HWI-ST1233","229","H0L2PADXX","1","0h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T0_CT_B06","0h_GSM1268977",0.131929140532294
"SRR1032928","GSM1268978","Myoblast_Cell T0_CT_B","T0_CT_B07","Illumina HiSeq 2500","HWI-ST1233","229","H0L2PADXX","1","0h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T0_CT_B07","0h_GSM1268978",0.129810137311409
"SRR1032929","GSM1268979","Myoblast_Cell T0_CT_B","T0_CT_B08","Illumina HiSeq 2500","HWI-ST1233","229","H0L2PADXX","1","0h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T0_CT_B08","0h_GSM1268979",0.140129682997118
"SRR1032930","GSM1268980","Myoblast_Cell T0_CT_B","T0_CT_B09","Illumina HiSeq 2500","HWI-ST1233","229","H0L2PADXX","1","0h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T0_CT_B09","0h_GSM1268980",0.144770300050856
"SRR1032931","GSM1268981","Myoblast_Cell T0_CT_B","T0_CT_B10","Illumina HiSeq 2500","HWI-ST1233","229","H0L2PADXX","1","0h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T0_CT_B10","0h_GSM1268981",0.00786150194948296
"SRR1032932","GSM1268982","Myoblast_Cell T0_CT_B","T0_CT_B11","Illumina HiSeq 2500","HWI-ST1233","229","H0L2PADXX","1","0h","SC","control well: FALSE","debris: FALSE","cells in well: 0","T0_CT_B11","0h_GSM1268982",0.0784666892693677
"SRR1032933","GSM1268983","Myoblast_Cell T0_CT_B","T0_CT_B12","Illumina HiSeq 2500","HWI-ST1233","229","H0L2PADXX","1","0h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T0_CT_B12","0h_GSM1268983",0.140383963383624
"SRR1032934","GSM1268984","Myoblast_Cell T0_CT_C","T0_CT_C01","Illumina HiSeq 2500","HWI-ST1233","229","H0L2PADXX","1","0h","SC","control well: TRUE","debris: FALSE","cells in well: ~250","T0_CT_C01","0h_GSM1268984",0.11487116460417
"SRR1032935","GSM1268985","Myoblast_Cell T0_CT_C","T0_CT_C02","Illumina HiSeq 2500","HWI-ST1233","229","H0L2PADXX","1","0h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T0_CT_C02","0h_GSM1268985",0.13788353958298
"SRR1032936","GSM1268986","Myoblast_Cell T0_CT_C","T0_CT_C03","Illumina HiSeq 2500","HWI-ST1233","229","H0L2PADXX","1","0h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T0_CT_C03","0h_GSM1268986",0.132077470757756
"SRR1032937","GSM1268987","Myoblast_Cell T0_CT_C","T0_CT_C04","Illumina HiSeq 2500","HWI-ST1233","229","H0L2PADXX","1","0h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T0_CT_C04","0h_GSM1268987",0.0140066112900492
"SRR1032938","GSM1268988","Myoblast_Cell T0_CT_C","T0_CT_C05","Illumina HiSeq 2500","HWI-ST1233","229","H0L2PADXX","1","0h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T0_CT_C05","0h_GSM1268988",0.118812510595016
"SRR1032939","GSM1268989","Myoblast_Cell T0_CT_C","T0_CT_C06","Illumina HiSeq 2500","HWI-ST1233","229","H0L2PADXX","1","0h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T0_CT_C06","0h_GSM1268989",0.116863027631802
"SRR1032940","GSM1268990","Myoblast_Cell T0_CT_C","T0_CT_C07","Illumina HiSeq 2500","HWI-ST1233","229","H0L2PADXX","1","0h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T0_CT_C07","0h_GSM1268990",0.114913544668588
"SRR1032941","GSM1268991","Myoblast_Cell T0_CT_C","T0_CT_C08","Illumina HiSeq 2500","HWI-ST1233","229","H0L2PADXX","1","0h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T0_CT_C08","0h_GSM1268991",0.138264960162739
"SRR1032942","GSM1268992","Myoblast_Cell T0_CT_C","T0_CT_C09","Illumina HiSeq 2500","HWI-ST1233","229","H0L2PADXX","1","0h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T0_CT_C09","0h_GSM1268992",0.0654136294287167
"SRR1032943","GSM1268993","Myoblast_Cell T0_CT_C","T0_CT_C10","Illumina HiSeq 2500","HWI-ST1233","229","H0L2PADXX","1","0h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T0_CT_C10","0h_GSM1268993",0.00966265468723512
"SRR1032944","GSM1268994","Myoblast_Cell T0_CT_C","T0_CT_C11","Illumina HiSeq 2500","HWI-ST1233","229","H0L2PADXX","1","0h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T0_CT_C11","0h_GSM1268994",0.111840989998305
"SRR1032945","GSM1268995","Myoblast_Cell T0_CT_C","T0_CT_C12","Illumina HiSeq 2500","HWI-ST1233","229","H0L2PADXX","1","0h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T0_CT_C12","0h_GSM1268995",0.137586879132056
"SRR1032946","GSM1268996","Myoblast_Cell T0_CT_D","T0_CT_D01","Illumina HiSeq 2500","HWI-ST1233","229","H0L2PADXX","1","0h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T0_CT_D01","0h_GSM1268996",0.148181895236481
"SRR1032947","GSM1268997","Myoblast_Cell T0_CT_D","T0_CT_D02","Illumina HiSeq 2500","HWI-ST1233","229","H0L2PADXX","1","0h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T0_CT_D02","0h_GSM1268997",0.114341413798949
"SRR1032948","GSM1268998","Myoblast_Cell T0_CT_D","T0_CT_D03","Illumina HiSeq 2500","HWI-ST1233","229","H0L2PADXX","1","0h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T0_CT_D03","0h_GSM1268998",0.152462281742668
"SRR1032949","GSM1268999","Myoblast_Cell T0_CT_D","T0_CT_D04","Illumina HiSeq 2500","HWI-ST1233","229","H0L2PADXX","1","0h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T0_CT_D04","0h_GSM1268999",0.0102983556535006
"SRR1032950","GSM1269000","Myoblast_Cell T0_CT_D","T0_CT_D05","Illumina HiSeq 2500","HWI-ST1233","229","H0L2PADXX","1","0h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T0_CT_D05","0h_GSM1269000",0.120126292591965
"SRR1032951","GSM1269001","Myoblast_Cell T0_CT_D","T0_CT_D06","Illumina HiSeq 2500","HWI-ST1233","229","H0L2PADXX","1","0h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T0_CT_D06","0h_GSM1269001",0.118664180369554
"SRR1032952","GSM1269002","Myoblast_Cell T0_CT_D","T0_CT_D07","Illumina HiSeq 2500","HWI-ST1233","229","H0L2PADXX","1","0h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T0_CT_D07","0h_GSM1269002",0.137035938294626
"SRR1032953","GSM1269003","Myoblast_Cell T0_CT_D","T0_CT_D08","Illumina HiSeq 2500","HWI-ST1233","229","H0L2PADXX","1","0h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T0_CT_D08","0h_GSM1269003",0.126525682319037
"SRR1032954","GSM1269004","Myoblast_Cell T0_CT_D","T0_CT_D09","Illumina HiSeq 2500","HWI-ST1233","229","H0L2PADXX","1","0h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T0_CT_D09","0h_GSM1269004",0.13383624343109
"SRR1032955","GSM1269005","Myoblast_Cell T0_CT_D","T0_CT_D10","Illumina HiSeq 2500","HWI-ST1233","229","H0L2PADXX","1","0h","SC","control well: FALSE","debris: FALSE","cells in well: 2","T0_CT_D10","0h_GSM1269005",0.00680200033904052
"SRR1032956","GSM1269006","Myoblast_Cell T0_CT_D","T0_CT_D11","Illumina HiSeq 2500","HWI-ST1233","229","H0L2PADXX","1","0h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T0_CT_D11","0h_GSM1269006",0.11946940159349
"SRR1032957","GSM1269007","Myoblast_Cell T0_CT_D","T0_CT_D12","Illumina HiSeq 2500","HWI-ST1233","229","H0L2PADXX","1","0h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T0_CT_D12","0h_GSM1269007",0.132607221562977
"SRR1032958","GSM1269008","Myoblast_Cell T0_CT_E","T0_CT_E01","Illumina HiSeq 2500","HWI-ST1233","229","H0L2PADXX","1","0h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T0_CT_E01","0h_GSM1269008",0.141337514833023
"SRR1032959","GSM1269009","Myoblast_Cell T0_CT_E","T0_CT_E02","Illumina HiSeq 2500","HWI-ST1233","229","H0L2PADXX","1","0h","SC","control well: FALSE","debris: FALSE","cells in well: 2","T0_CT_E02","0h_GSM1269009",0.135446685878963
"SRR1032960","GSM1269010","Myoblast_Cell T0_CT_E","T0_CT_E03","Illumina HiSeq 2500","HWI-ST1233","229","H0L2PADXX","1","0h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T0_CT_E03","0h_GSM1269010",0.132607221562977
"SRR1032961","GSM1269011","Myoblast_Cell T0_CT_E","T0_CT_E04","Illumina HiSeq 2500","HWI-ST1233","229","H0L2PADXX","1","0h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T0_CT_E04","0h_GSM1269011",0.120910323783692
"SRR1032962","GSM1269012","Myoblast_Cell T0_CT_E","T0_CT_E05","Illumina HiSeq 2500","HWI-ST1233","229","H0L2PADXX","1","0h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T0_CT_E05","0h_GSM1269012",0.0970503475165282
"SRR1032963","GSM1269013","Myoblast_Cell T0_CT_E","T0_CT_E06","Illumina HiSeq 2500","HWI-ST1233","229","H0L2PADXX","1","0h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T0_CT_E06","0h_GSM1269013",0.114955924733006
"SRR1032964","GSM1269014","Myoblast_Cell T0_CT_E","T0_CT_E07","Illumina HiSeq 2500","HWI-ST1233","229","H0L2PADXX","1","0h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T0_CT_E07","0h_GSM1269014",0.115189015087303
"SRR1032965","GSM1269015","Myoblast_Cell T0_CT_E","T0_CT_E08","Illumina HiSeq 2500","HWI-ST1233","229","H0L2PADXX","1","0h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T0_CT_E08","0h_GSM1269015",0.137544499067639
"SRR1032966","GSM1269016","Myoblast_Cell T0_CT_E","T0_CT_E09","Illumina HiSeq 2500","HWI-ST1233","229","H0L2PADXX","1","0h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T0_CT_E09","0h_GSM1269016",0.133899813527717
"SRR1032967","GSM1269017","Myoblast_Cell T0_CT_E","T0_CT_E10","Illumina HiSeq 2500","HWI-ST1233","229","H0L2PADXX","1","0h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T0_CT_E10","0h_GSM1269017",0.0467452110527208
"SRR1032968","GSM1269018","Myoblast_Cell T0_CT_E","T0_CT_E11","Illumina HiSeq 2500","HWI-ST1233","229","H0L2PADXX","1","0h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T0_CT_E11","0h_GSM1269018",0.11137480928971
"SRR1032969","GSM1269019","Myoblast_Cell T0_CT_E","T0_CT_E12","Illumina HiSeq 2500","HWI-ST1233","229","H0L2PADXX","1","0h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T0_CT_E12","0h_GSM1269019",0.102792846245126
"SRR1032970","GSM1269020","Myoblast_Cell T0_CT_F","T0_CT_F01","Illumina HiSeq 2500","HWI-ST1233","229","H0L2PADXX","1","0h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T0_CT_F01","0h_GSM1269020",0.147927614849975
"SRR1032971","GSM1269021","Myoblast_Cell T0_CT_F","T0_CT_F02","Illumina HiSeq 2500","HWI-ST1233","229","H0L2PADXX","1","0h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T0_CT_F02","0h_GSM1269021",0.112222410578064
"SRR1032972","GSM1269022","Myoblast_Cell T0_CT_F","T0_CT_F03","Illumina HiSeq 2500","HWI-ST1233","229","H0L2PADXX","1","0h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T0_CT_F03","0h_GSM1269022",0.142100355992541
"SRR1032973","GSM1269023","Myoblast_Cell T0_CT_F","T0_CT_F04","Illumina HiSeq 2500","HWI-ST1233","229","H0L2PADXX","1","0h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T0_CT_F04","0h_GSM1269023",0.122012205458552
"SRR1032974","GSM1269024","Myoblast_Cell T0_CT_F","T0_CT_F05","Illumina HiSeq 2500","HWI-ST1233","229","H0L2PADXX","1","0h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T0_CT_F05","0h_GSM1269024",0.111078148838786
"SRR1032975","GSM1269025","Myoblast_Cell T0_CT_F","T0_CT_F06","Illumina HiSeq 2500","HWI-ST1233","229","H0L2PADXX","1","0h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T0_CT_F06","0h_GSM1269025",0.149898287845398
"SRR1032976","GSM1269026","Myoblast_Cell T0_CT_F","T0_CT_F07","Illumina HiSeq 2500","HWI-ST1233","229","H0L2PADXX","1","0h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T0_CT_F07","0h_GSM1269026",0.138201390066113
"SRR1032977","GSM1269027","Myoblast_Cell T0_CT_F","T0_CT_F08","Illumina HiSeq 2500","HWI-ST1233","229","H0L2PADXX","1","0h","SC","control well: FALSE","debris: FALSE","cells in well: 0","T0_CT_F08","0h_GSM1269027",0.105695880657739
"SRR1032978","GSM1269028","Myoblast_Cell T0_CT_F","T0_CT_F09","Illumina HiSeq 2500","HWI-ST1233","229","H0L2PADXX","1","0h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T0_CT_F09","0h_GSM1269028",0.1178165790812
"SRR1032979","GSM1269029","Myoblast_Cell T0_CT_F","T0_CT_F10","Illumina HiSeq 2500","HWI-ST1233","229","H0L2PADXX","1","0h","SC","control well: FALSE","debris: FALSE","cells in well: 0","T0_CT_F10","0h_GSM1269029",0.00968384471944397
"SRR1032980","GSM1269030","Myoblast_Cell T0_CT_F","T0_CT_F11","Illumina HiSeq 2500","HWI-ST1233","229","H0L2PADXX","1","0h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T0_CT_F11","0h_GSM1269030",0.102135955246652
"SRR1032981","GSM1269031","Myoblast_Cell T0_CT_F","T0_CT_F12","Illumina HiSeq 2500","HWI-ST1233","229","H0L2PADXX","1","0h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T0_CT_F12","0h_GSM1269031",0.127775894219359
"SRR1032982","GSM1269032","Myoblast_Cell T0_CT_G","T0_CT_G01","Illumina HiSeq 2500","HWI-ST1233","229","H0L2PADXX","1","0h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T0_CT_G01","0h_GSM1269032",0.14892354636379
"SRR1032983","GSM1269033","Myoblast_Cell T0_CT_G","T0_CT_G02","Illumina HiSeq 2500","HWI-ST1233","229","H0L2PADXX","1","0h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T0_CT_G02","0h_GSM1269033",0.127606373961688
"SRR1032984","GSM1269034","Myoblast_Cell T0_CT_G","T0_CT_G03","Illumina HiSeq 2500","HWI-ST1233","229","H0L2PADXX","1","0h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T0_CT_G03","0h_GSM1269034",0.113197152059671
"SRR1032985","GSM1269035","Myoblast_Cell T0_CT_G","T0_CT_G04","Illumina HiSeq 2500","HWI-ST1233","229","H0L2PADXX","1","0h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T0_CT_G04","0h_GSM1269035",0.124512629259196
"SRR1032986","GSM1269036","Myoblast_Cell T0_CT_G","T0_CT_G05","Illumina HiSeq 2500","HWI-ST1233","229","H0L2PADXX","1","0h","SC","control well: FALSE","debris: FALSE","cells in well: 2","T0_CT_G05","0h_GSM1269036",0.140299203254789
"SRR1032987","GSM1269037","Myoblast_Cell T0_CT_G","T0_CT_G06","Illumina HiSeq 2500","HWI-ST1233","229","H0L2PADXX","1","0h","SC","control well: FALSE","debris: FALSE","cells in well: 0","T0_CT_G06","0h_GSM1269037",0.0410662824207493
"SRR1032988","GSM1269038","Myoblast_Cell T0_CT_G","T0_CT_G07","Illumina HiSeq 2500","HWI-ST1233","229","H0L2PADXX","1","0h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T0_CT_G07","0h_GSM1269038",0.130276318020003
"SRR1032989","GSM1269039","Myoblast_Cell T0_CT_G","T0_CT_G08","Illumina HiSeq 2500","HWI-ST1233","229","H0L2PADXX","1","0h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T0_CT_G08","0h_GSM1269039",0.120889133751483
"SRR1032990","GSM1269040","Myoblast_Cell T0_CT_G","T0_CT_G09","Illumina HiSeq 2500","HWI-ST1233","229","H0L2PADXX","1","0h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T0_CT_G09","0h_GSM1269040",0.132141040854382
"SRR1032991","GSM1269041","Myoblast_Cell T0_CT_G","T0_CT_G10","Illumina HiSeq 2500","HWI-ST1233","229","H0L2PADXX","1","0h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T0_CT_G10","0h_GSM1269041",0.00923885404305815
"SRR1032992","GSM1269042","Myoblast_Cell T0_CT_G","T0_CT_G11","Illumina HiSeq 2500","HWI-ST1233","229","H0L2PADXX","1","0h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T0_CT_G11","0h_GSM1269042",0.124597389388032
"SRR1032993","GSM1269043","Myoblast_Cell T0_CT_G","T0_CT_G12","Illumina HiSeq 2500","HWI-ST1233","229","H0L2PADXX","1","0h","SC","control well: FALSE","debris: FALSE","cells in well: 0","T0_CT_G12","0h_GSM1269043",0.146825733175114
"SRR1032994","GSM1269044","Myoblast_Cell T0_CT_H","T0_CT_H01","Illumina HiSeq 2500","HWI-ST1233","229","H0L2PADXX","1","0h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T0_CT_H01","0h_GSM1269044",0.118960840820478
"SRR1032995","GSM1269045","Myoblast_Cell T0_CT_H","T0_CT_H02","Illumina HiSeq 2500","HWI-ST1233","229","H0L2PADXX","1","0h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T0_CT_H02","0h_GSM1269045",0.132013900661129
"SRR1032996","GSM1269046","Myoblast_Cell T0_CT_H","T0_CT_H03","Illumina HiSeq 2500","HWI-ST1233","229","H0L2PADXX","1","0h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T0_CT_H03","0h_GSM1269046",0.148838786234955
"SRR1032997","GSM1269047","Myoblast_Cell T0_CT_H","T0_CT_H04","Illumina HiSeq 2500","HWI-ST1233","229","H0L2PADXX","1","0h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T0_CT_H04","0h_GSM1269047",0.118770130530598
"SRR1032998","GSM1269048","Myoblast_Cell T0_CT_H","T0_CT_H05","Illumina HiSeq 2500","HWI-ST1233","229","H0L2PADXX","1","0h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T0_CT_H05","0h_GSM1269048",0.113239532124089
"SRR1032999","GSM1269049","Myoblast_Cell T0_CT_H","T0_CT_H06","Illumina HiSeq 2500","HWI-ST1233","229","H0L2PADXX","1","0h","SC","control well: FALSE","debris: TRUE","cells in well: 1","T0_CT_H06","0h_GSM1269049",0.0249194778776064
"SRR1033000","GSM1269050","Myoblast_Cell T0_CT_H","T0_CT_H07","Illumina HiSeq 2500","HWI-ST1233","229","H0L2PADXX","1","0h","SC","control well: FALSE","debris: FALSE","cells in well: 0","T0_CT_H07","0h_GSM1269050",0.106628242074928
"SRR1033001","GSM1269051","Myoblast_Cell T0_CT_H","T0_CT_H08","Illumina HiSeq 2500","HWI-ST1233","229","H0L2PADXX","1","0h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T0_CT_H08","0h_GSM1269051",0.123262417358874
"SRR1033002","GSM1269052","Myoblast_Cell T0_CT_H","T0_CT_H09","Illumina HiSeq 2500","HWI-ST1233","229","H0L2PADXX","1","0h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T0_CT_H09","0h_GSM1269052",0.114108323444652
"SRR1033003","GSM1269053","Myoblast_Cell T0_CT_H","T0_CT_H10","Illumina HiSeq 2500","HWI-ST1233","229","H0L2PADXX","1","0h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T0_CT_H10","0h_GSM1269053",0.00926004407526699
"SRR1033004","GSM1269054","Myoblast_Cell T0_CT_H","T0_CT_H11","Illumina HiSeq 2500","HWI-ST1233","229","H0L2PADXX","1","0h","SC","control well: FALSE","debris: FALSE","cells in well: 0","T0_CT_H11","0h_GSM1269054",0.0617477538565859
"SRR1033005","GSM1269055","Myoblast_Cell T0_CT_H","T0_CT_H12","Illumina HiSeq 2500","HWI-ST1233","229","H0L2PADXX","1","0h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T0_CT_H12","0h_GSM1269055",0.104254958467537
